gvkey,datadate,tic,conm,act,at,csho,ebit,lct,lt,re,sale,prcc_c,gsector,mve
37080,12/31/22,EAR,EARGO INC,116.03,132.078,414.539,-111.759,25.251,31.224,-514.299,37.248,0.575,35,238.36
37081,12/31/22,CCCC,C4 THERAPEUTICS INC,287.557,430.84,48.966,-129.534,44.546,141.606,-400.027,31.096,5.9,35,288.899
37082,12/31/22,TARS,TARSUS PHARMACEUTI INC,225.375,227.863,26.727,-62.712,15.429,34.963,-108.837,25.816,14.66,35,391.818
37084,12/31/22,ALGS,ALIGOS THERAPEUTICS INC,133.545,146.693,42.923,-97.58,33.129,42.793,-398.717,13.907,0.9529,35,40.901
37110,12/31/22,STTK,SHATTUCK LABS INC,184.584,205.324,42.391,-101.159,24.965,29.167,-219.889,0.652,2.3,35,97.499
37134,12/31/22,BDSX,BIODESIX INC,53.334,92.906,77.614,-50.506,22.839,72.3,-367.42,38.212,2.3,35,178.512
37135,12/31/22,FHTX,FOGHORN THERAPEUTICS INC,351.399,404.883,41.803,-117.137,55.205,404.771,-377.124,19.228,6.38,35,266.703
37146,12/31/22,DCGO,DOCGO INC,271.081,393.278,102.411,22.731,100.158,114.35,-28.231,440.516,7.07,35,724.046
37188,12/31/22,MPLN,MULTIPLAN CORP,446.737,7371.104,639.173,338.237,175.844,5580.562,-347.8,1079.716,1.15,35,735.049
37282,12/31/22,SQZB,SQZ BIOTECHNOLOGIES CO,68.204,99.9,29.491,-75.825,21.843,42.752,-274.974,21.478,0.74,35,21.823
37290,12/31/22,VVOS,VIVOS THERAPEUTICS INC,5.424,13.72,23.012,-25.031,6.813,8.919,-79.468,16.024,0.402,35,9.251
37325,12/31/22,OCUP,OCUPHIRE PHARMA INC,48.986,48.992,20.861,18.226,2.753,2.753,-71.48,39.85,3.53,35,73.639
37338,12/31/22,SHC,SOTERA HEALTH CO,645.01,3117.705,282.421,256.859,791.567,2767.467,-812.469,1003.687,8.33,35,2352.567
37351,12/31/22,ALVO,ALVOTECH,230.736,828.443,252.16,-241.384,167.294,1392.859,-1624.974,85.017,10,35,2521.6
37354,12/31/22,MRVI,MARAVAI LIFESCIENS HLDGS INC,847.902,2282.315,131.692,582.532,110.144,1377.072,404.766,883.001,14.31,35,1884.513
37414,12/31/22,CERT,CERTARA INC,342.252,1572.922,159.526,36.368,103.158,493.261,-69.103,335.644,16.07,35,2563.583
37425,12/31/22,SEER,SEER INC,434.982,487.929,63.411,-97.235,12.584,40.936,-220.747,15.493,5.8,35,367.784
37473,12/31/22,PTPI,PETROS PHARMACEUTICALS INC,14.668,32.421,2.079,-15.846,7.068,15.719,-90.726,5.992,2.33,35,4.844
37495,12/31/22,SPRY,ARS PHARMACEUTICALS INC,277.7,281.435,93.943,-35.516,5.444,8.549,-76.531,1.316,8.53,35,801.334
37513,12/31/22,NAMS,NEWAMSTERDAM PHARMA COMPANY,478.938,568.125,81.56,-4.209,37.898,50.297,-127.566,104.202,10.9,35,889.004
37527,12/31/22,ABCL,ABCELLERA BIOLOGICS INC,1025.491,1540.907,286.852,224.911,118.32,307.63,424.794,485.424,10.13,35,2905.811
37559,12/31/22,CLVR,CLEVER LEAVES HOLDINGS INC,26.247,52.098,43.637,-29.16,9.426,11.69,-180.905,17.8,0.307,35,13.397
37588,12/31/22,KA,KINETA INC,13.6,17.435,8.318,-21.371,11.487,12.865,-151.69,1.953,6.35,35,52.819
37633,12/31/22,CLNN,CLENE INC,29.195,44.493,74.76,-45.33,13.857,41.256,-193.016,0.473,1,35,74.76
37671,12/31/22,ISPC,ISPECIMEN INC,19.676,24.618,8.926,-9.404,4.281,4.308,-48.265,10.402,1.375,35,12.273
37707,12/31/22,SCLX,SCILEX HOLDING CO,29.608,86.527,141.349,-43.134,44.842,50.288,-375.914,38.034,3.99,35,563.983
37711,12/31/22,CLOV,CLOVER HEALTH INVESTMENTS,624.997,808.62,476.321,-354.354,440.656,460.882,-1964.956,3476.687,0.9295,35,442.74
37786,12/31/22,BOLT,BOLT BIOTHRPTCS INC,172.746,227.807,37.798,-90.321,23.118,56.301,-296.007,5.729,1.3,35,49.137
37797,12/31/22,PIII,P3 HEALTH PARTNERS INC,100.692,876.571,41.579,-238.623,241.664,353.912,-309.545,1049.471,1.84,35,76.505
37799,12/31/22,HYPR,HYPERFINE INC,128.664,134.051,70.677,-73.874,8.803,10.329,-209.484,6.814,0.84,35,59.369
37807,12/31/22,LGVN,LONGEVERON INC,20.28,27.413,21.018,-18.043,4.869,6.91,-63.23,1.222,3.22,35,67.678
37812,12/31/22,IMCR,IMMUNOCORE HOLDINGS PLC,472.177,524.756,48.088,-47.726,100.115,188.883,88.556,173.189,57.07,35,2744.382
37813,12/31/22,LMDXF,LUMIRADX LTD,266.939,441.013,318.546,-221.704,91.798,546.388,-963.193,254.476,0.9,35,286.691
37827,12/31/22,PEARQ,PEAR THERAPEUTICS INC,72.959,95.129,140.454,-117.168,49.442,64.544,-323.521,12.694,1.18,35,165.736
37851,12/31/22,HIMS,HIMS & HERS HEALTH INC,216.595,366.341,208.429,-66.378,47.941,54.6,-344.906,526.916,6.41,35,1336.03
37862,12/31/22,ADAG,ADAGENE INC,149.315,152.4,43.253,-83.921,55.08,69.31,-259.654,9.293,1.325,35,57.31
37872,12/31/22,TLIS,TALIS BIOMEDICAL CORP,133.282,169.29,26.796,-111.546,12.672,42.551,-477.954,4.812,0.4457,35,11.943
37928,12/31/22,PKBO,PEAK BIO INC,3.231,7.53,19.783,-11.848,10.801,15.624,-25.316,0.608,4.19,35,82.891
38079,12/31/22,BFLY,BUTTERFLY NETWORK INC,357.137,417.57,200.887,-189.271,51.329,92.21,-595.938,73.39,2.46,35,494.182
38139,12/31/22,VRNOF,VERANO HOLDINGS CORP,318.275,2396.055,339.983,74.006,386.645,1054.505,-324.407,879.412,3.12,35,1060.747
38174,6/30/22,INNV,INNOVAGE HOLD CORP,240.956,555.596,135.533,12.7,105.307,201.852,4.729,698.64,7.18,35,973.127
38200,12/31/22,BTMD,BIOTE CORP,101.178,111.645,9.655,-39.095,18.766,169.919,-44.465,164.957,3.73,35,36.013
38209,12/31/22,FORA,FORIAN INC,26.916,46.258,32.251,-20.509,8.353,33.836,-58.792,28.006,2.73,35,88.045
38238,12/31/22,ALHC,ALIGNMENT HEALTHCARE INC,544.546,633.863,187.28,-128.639,229.961,394.561,-732.241,1434.159,11.76,35,2202.413
38239,12/31/22,AUGX,AUGMEDIX INC,29.55,33.641,37.443,-22.371,19.314,32.175,-126.231,30.933,1.56,35,58.411
38333,12/31/22,GANX,GAIN THERAPEUTICS INC,21.091,24.099,11.883,-17.777,4.125,5.22,-38.48,0.14,3.13,35,37.194
38389,12/31/22,FNCH,FINCH THERA GRP INC,74.551,162.939,48.054,-95.12,14.689,67.228,-275.641,0.861,0.48,35,23.066
38461,12/31/22,AGL,AGILON HEALTH INC,1451.274,1697.468,412.385,-118.431,535.091,656.859,-1069.79,2708.211,16.14,35,6655.894
38463,12/31/22,OLK,OLINK HOLDING AB (PUBL),182.446,476.29,119.098,-30.602,36.087,65.605,-134.436,140.039,25.38,35,3022.707
38469,12/31/22,IKNA,IKENA ONCOLOGY INC,160.01,172.259,36.257,-70.904,21.503,25.29,-214.982,15.618,2.66,35,96.444
38474,12/31/22,RXRX,RECURSION PHARMA INC,569.814,701.288,191.023,-242.921,100.265,215.482,-639.556,39.843,7.71,35,1472.787
38503,12/31/22,PRE,PRENETICS GLOBAL LTD,241.81,312.131,136.983,6.672,57.195,68.668,-593.731,275.761,2,35,273.966
38507,12/31/22,NPCE,NEUROPACE INC,97.714,114.106,25.046,-40.794,10.976,79.329,-471.961,45.52,1.49,35,37.319
38513,12/31/22,LVTX,LAVA THERAPEUTICS N V,140.533,143.425,26.289,-34.838,21.954,57.385,-121.041,19.391,3.5,35,92.012
38527,12/31/22,AKYA,AKOYA BIOSNCS INC,112.197,176.031,38.288,-66.208,37.055,117.45,-166.754,74.859,9.57,35,366.416
38558,12/31/22,TMCI,TREACE MEDIC CNCPTS INC,133.402,159.024,55.628,-34.844,30.245,98.495,-84.747,141.838,22.99,35,1278.888
38594,12/31/22,PRVA,PRIVIA HEALTH GROUP INC,551.962,792.813,114.691,-19.122,264.274,273.764,-216.693,1356.66,22.71,35,2604.633
38625,12/31/22,HOWL,WEREWOLF THERAPTCS INC,140.2,160.245,31.434,-56.056,23.989,37.908,-306.705,16.401,2.05,35,64.44
38643,12/31/22,BRNS,BARINTHUS BIOTHERAPEUTICS,213.041,270.205,37.684,-4.114,12.242,27.004,-136.703,44.703,2.35,35,88.557
38648,12/31/22,OSA,PROSOMNUS INC,21.246,33.197,16.041,-11.475,7.09,53.691,-210.795,19.393,5.56,35,89.188
38674,12/31/22,IMPLQ,IMPEL PHARMACEUTICALS INC,79.809,88.55,23.739,-83.184,22.163,132.707,-321.11,12.652,3.75,35,89.021
38687,12/31/22,ATAI,ATAI LIFE SCIENCES N V,287.145,305.441,165.936,-144.43,19.897,39.675,-531.89,0.233,2.66,35,441.39
38688,12/31/22,AVAH,AVEANNA HCARE HOLD INC,269.751,1711.76,188.859,68.482,326.497,1715.935,-1236.71,1782.645,0.78,35,147.31
38717,3/31/22,ME,23ANDME HOLDING CO,601.789,1152.068,448.812,-244.791,153.241,236.412,-1194.549,271.893,6.66,35,2989.088
38745,12/31/22,TCRX,TSCAN THERAPEUTICS INC,124.127,199.091,24.226,-66.636,17.305,99.657,-158.379,13.535,1.55,35,37.55
38750,3/31/22,YS,YS BIOPHARMA CO LTD,120.625,227.407,61.828,-18.764,75.066,121.531,-237.773,79.33,9.72,35,600.968
38783,12/31/22,SNTI,SENTI BIOSCIENCES INC,102.579,180.792,44.063,-70.629,18.053,53.529,-173.285,4.286,1.41,35,62.129
38806,12/31/22,OMIC,SINGULAR GENOM SYS INC,268.432,327.975,71.855,-93.487,14.118,67.654,-243.612,0.765,2.01,35,144.429
38821,12/31/22,OGN,ORGANON & CO,3931,10955,254.37,1912,2512,11847,-895,6174,27.93,35,7104.554
38829,12/31/22,FEMY,FEMASYS INC,14.131,16.896,11.87,-11.6,1.528,1.653,-93.566,1.206,0.9,35,10.683
38834,12/31/22,LFST,LIFESTAN HLTH GRP INC,233.223,2173.871,375.964,-210.174,175.999,655.148,-569.362,859.542,4.94,35,1857.262
38856,12/31/22,NEUE,NEUEHEALTH INC,3570.634,4665.052,627.75,-476.673,3688.694,3725.367,-3160.824,2412.03,0.6499,35,407.975
38857,12/31/22,JANX,JANUX THERAPEUTICS INC,332.439,364.01,41.616,-67.091,16.507,43.27,-112.005,8.612,13.17,35,548.083
38867,12/31/22,UNCY,UNICYCIVE THERAPEUTICS INC,2.644,2.818,15.232,-18.052,3.284,3.284,-33.997,0.951,0.54,35,8.225
38883,12/31/22,LYEL,LYELL IMMUNOPHARMA INC,651.295,937.561,249.567,-191.812,37.028,104.309,-775.079,84.683,3.47,35,865.997
38885,12/31/22,EUDA,EUDA HEALTH HOLDINGS LTD,25.027,25.629,20.192,-2.918,29.121,29.136,-24.83,9.841,1.6477,35,33.27
38900,12/31/22,HCWB,HCW BIOLOGICS INC,34.071,46.809,35.876,-15.079,2.956,9.38,-45.538,6.722,1.9148,35,68.695
38908,12/31/22,VERV,VERVE THERAPEUTICS INC,563.159,679.223,61.731,-165.687,35.095,128.291,-344.931,1.941,19.35,35,1194.495
38920,12/31/22,IPSC,CENTURY THERAPEUTI INC,319.721,486.544,58.474,-123.831,29.817,183.806,-521.56,5.199,5.13,35,299.972
38923,12/31/22,TBIO,TELESIS BIO INC,55.092,81.362,29.647,-46.485,13.498,34.797,-113.744,27.435,1.2,35,35.576
38927,3/31/22,DOCS,DOXIMITY INC,904.137,991.357,192.398,113.79,111.282,112.763,175.813,343.548,50.13,35,9644.912
38945,12/31/22,AKLI,AKILI INC,141.042,144.557,78.023,-87.631,13.604,33.878,-240.309,0.323,1.12,35,87.386
38949,12/31/22,CANO,CANO HEALTH INC,340.748,1928.927,224.119,-79.376,208.438,1434.652,-286.032,2738.916,1.37,35,307.043
38967,12/31/22,CMAX,CAREMAX INC,197.336,1170.743,111.333,-29,77.322,551.196,-37.59,631.132,3.65,35,406.365
38981,12/31/22,UPHL,UPHEALTH INC,43.322,339.804,15.054,-25.043,68.969,233.667,-566.209,158.803,1.63,35,24.538
39018,12/31/22,AMAM,AMBRX BIOPHARMA INC,90.583,146.977,38.636,-66.741,16.66,29.127,-292.93,7.402,2.27,35,87.704
39051,12/31/22,TKNO,ALPHA TEKNOVA INC,61.14,152.261,28.179,-28.858,10.875,52.376,-55.006,41.42,5.64,35,158.93
39077,12/31/22,STVN,STEVANATO GROUP S P A,903.915,1773.789,264.699,205.659,494.295,709.418,654.99,1071.446,17.97,35,4756.641
39078,12/31/22,TALK,TALKSPACE INC,152.557,156.254,161.155,-77.024,27.318,28.718,-251.202,119.567,0.6103,35,98.353
39089,12/31/22,KTTA,PASITHEA THERAPEUTICS CORP,34.077,45.18,26.043,-14.505,1.878,2.682,-19.358,0.487,0.6417,35,16.712
39102,12/31/22,SLGC,SOMALOGIC INC,581.701,647.374,187.648,-166.762,43.332,84.816,-608.583,97.666,2.51,35,470.996
39127,12/31/22,CVRX,CVRX INC,122.878,124.937,20.634,-42.527,8.088,15.757,-436.389,22.469,18.35,35,378.634
39158,12/31/22,SHCR,SHARECARE INC,320.626,701.001,354.464,-105.469,101.032,120.196,-598.614,442.415,1.6,35,567.142
39160,12/31/22,ENSC,ENSYSCE BIOSCIENCES INC,5.299,5.885,6.414,-24.222,9.464,9.915,-110.931,2.523,0.75,35,4.811
39170,12/31/22,SERA,SERA PROGNOSTICS INC,90.125,116.329,31.018,-45.152,15.538,17.386,-211.635,0.268,1.26,35,39.083
39171,12/31/22,SGHT,SIGHT SCIENCES INC,209.677,213.073,48.298,-83.954,17.817,52.997,-239.243,71.331,12.21,35,589.719
39175,12/31/22,ABSI,ABSCI CORP,186.863,321.008,92.411,-106,30.27,46.594,-296.049,5.747,2.1,35,194.063
39181,12/31/22,OMGA,OMEGA THERAPEUTICS INC,137.59,145.998,48.073,-102.766,21.964,40.027,-237.685,2.073,5.71,35,274.497
39184,12/31/22,RXST,RXSIGHT INC,134.555,150.164,28.268,-63.318,17.237,60.262,-546.127,49.005,12.67,35,358.156
39189,12/31/22,IMRX,IMMUNEERING CORP,108.747,122.367,26.419,-51.745,8.054,12.517,-109.817,0.317,4.85,35,128.132
39202,12/31/22,RPID,RAPID MICRO BIOSYSTEMS INC,138.576,190.65,42.092,-62.119,19.05,26.481,-377.027,17.133,1.13,35,47.564
39246,12/31/22,CTKB,CYTEK BIOSCIENCES INC,454.02,519.476,135.365,-1.586,49.04,93.93,-17.727,164.036,10.21,35,1382.077
39255,12/31/22,OWLT,OWLET INC,51.262,58.104,115.388,-82.571,66.602,68.739,-222.758,69.202,0.5591,35,64.513
39269,12/31/22,CADL,CANDEL THERAPTCS INC,71.945,77.691,28.92,-34.722,5.615,29.977,-99.089,0.125,1.79,35,51.767
39277,12/31/22,CELU,CELULARITY INC,33.502,401.066,148.921,-148.267,62.088,202.165,-645.487,17.975,1.29,35,192.108
39291,12/31/22,CRBU,CARIBOU BIOSCIENCE INC,260.248,373.765,61.029,-105.799,28.128,72.894,-198.733,13.851,6.28,35,383.262
39294,12/31/22,SOPH,SOPHIA GENETICS SA,196.255,243.838,64.231,-88.2,26.81,43.708,-299.915,47.56,2.06,35,132.316
39321,12/31/22,WGS,GENEDX HOLDINGS CORP,212.622,490.942,388.511,-413.897,144.297,237.237,-1124.421,234.694,0.2638,35,102.489
39342,12/31/22,BFRI,BIOFRONTERA INC,43.14,50.884,26.699,-21.511,20.894,27.006,-79.518,28.674,0.9166,35,24.472
39358,12/31/22,ICVX,ICOSAVAX INC,223.913,238.677,41.096,-95.058,13.788,20.515,-186.23,0.582,7.94,35,326.302
39399,12/31/22,OABI,OMNIAB INC,124.95,421.212,115.218,-27.24,26.022,79.839,11.261,59.077,3.6,35,414.785
39402,12/31/22,TNGX,TANGO THERAPEUTICS INC,375.272,436.47,88.179,-111.071,55.545,186.994,-273.217,24.86,7.25,35,639.298
39417,12/31/22,SRZN,SURROZEN INC,81.305,89.435,30.088,-44.339,9.732,13.434,-178.894,12.5,0.5819,35,17.508
39453,12/31/22,PRCT,PROCEPT BIOROBTCS CORP,272.626,309.329,44.828,-80.724,35.29,112.257,-348.681,75.014,41.54,35,1862.155
39476,12/31/22,DH,DEFINITIVE HEALTH CORP,413.745,2122.624,105.138,-29.592,140.61,640.679,-21.394,222.653,10.99,35,1155.467
39510,12/31/22,EFTR,EFFECTOR THERAPEUTICS INC,28.014,29.077,41.69,-32.403,25.075,25.181,-143.584,3.553,0.4276,35,17.827
39525,12/31/22,HUMA,HUMACYTE INC,154.208,204.302,103.229,-84.578,19.58,87.374,-426.538,1.565,2.11,35,217.813
39527,12/31/22,AADI,AADI BIOSCIENCE INC,180.029,184.237,24.435,-58.957,18.835,25.859,-203.313,15.216,12.83,35,313.501
39552,12/31/22,HCTI,HEALTHCARE TRIANGL INC,7.749,20.763,41.71,-10.416,6.148,8.375,-12.568,45.886,0.1797,35,7.495
39559,12/31/22,MHUA,MEIHUA INTERNATIO M T CO LTD,135.319,163.578,23.94,15.558,24.174,24.899,95.144,103.346,8.28,35,198.223
39563,12/31/22,HLTH,CUE HEALTH INC,371.153,694.58,150.406,-203.632,71.195,118.086,-218.074,483.476,2.07,35,311.34
39618,12/31/22,TIVC,TIVIC HEALTH SYSTEMS INC,5.287,5.856,9.678,-9.196,1.859,2.226,-29.642,1.84,0.6399,35,6.193
39636,12/31/22,EXAI,EXSCIENTIA PLC,667.545,782.755,122.964,-208.875,110.427,205.755,95.123,32.801,5.33,35,655.398
39728,12/31/22,LUCD,LUCID DIAGNOSTICS INC,24.356,32.509,40.519,-56.171,8.425,9.462,-98.075,0.377,1.36,35,55.106
39734,12/31/22,FNA,PARAGON 28 INC,142.376,254.109,77.771,-34.286,68.502,113.181,-67.822,181.383,19.11,35,1486.204
39753,12/31/22,UTRS,MINERVA SURGICAL INC,36.119,68.9,29.816,-39.993,14.278,51.719,-283.657,50.294,0.2234,35,6.661
39782,12/31/22,PROC,PROCAPS GROUP S A,297.443,460.187,112.824,55.057,368.374,462.065,-379.629,409.92,5.25,35,592.326
39791,3/31/22,ROIV,ROIVANT SCIENCES LTD,2146.523,2585.129,694.976,-881.33,184.367,523.695,-2764.67,55.286,10.08,35,7005.358
39801,12/31/22,ABVC,ABVC BIOPHARMA INC,2.987,9.855,32.582,-15.115,5.82,6.619,-55.741,0.97,0.625,35,20.364
39821,12/31/22,BJDX,BLUEJAY DIAGNOSTICS INC,11.788,13.521,20.215,-9.318,1.64,1.98,-16.997,0.249,0.379899,35,7.68
39830,12/31/22,AIRS,AIRSCULPT TECHNOLO INC,16.676,200.759,56.182,-3.466,22.318,129.993,-15.148,168.794,3.7,35,207.873
39850,12/31/22,SNCE,SCIENCE 37 HOLDINGS INC,126.204,126.448,116.432,-105.327,23.176,29.062,-252.873,70.147,0.4152,35,48.343
39860,12/31/22,SONX,SONENDO INC,121.106,137.285,49.974,-58.202,16.716,55.33,-369.155,41.656,2.83,35,141.426
39907,12/31/22,TSVT,2SEVENTY BIO INC,300.882,656.665,37.928,-262.908,79.794,346.199,-296.524,91.496,9.37,35,355.385
39926,12/31/22,CDIO,CARDIO DIAGNOSTICS HOLDI INC,5.886,6.249,9.515,-4.548,1.947,1.947,-5.992,0.001,1.06,35,10.086
39938,12/31/22,BBLNF,BABYLON HOLDINGS LTD,220.125,246.11,24.859,-321.105,162.387,502.009,-832.5,1109.669,6.75,35,167.798
39941,12/31/22,DERM,JOURNEY MEDICAL CORPO,77.679,105.16,17.766,-26.882,66.832,88.178,-68.502,73.669,1.92,35,34.111
39951,12/31/22,SABS,SAB BIOTHERAPEUTICS INC,22.097,50.905,50.394,-28.917,14.993,19.847,-47.87,23.904,0.589899,35,29.727
39959,12/31/22,TCBP,TC BIOPHARM HOLDINGS PLC,8.974,13.195,1.745,-12.791,11.042,13.226,-40.643,4.633,3.85,35,6.718
40236,12/31/22,TNON,TENON MEDICAL INC,9.347,11.089,11.237,-18.151,2.53,4.837,-39.592,0.691,1.58,35,17.754
40414,12/31/22,LUCY,INNOVATIVE EYEWEAR INC,4.241,4.69,7.307,-5.507,0.6,0.666,-10.306,0.66,1.37,35,10.011
40470,12/31/22,AMLX,AMYLYX PHARMACEUTICALS INC,382.133,391.453,66.512,-201.341,46.609,50.846,-354.306,22.23,36.95,35,2457.618
40536,12/31/22,NXL,NEXALIN TECHNOLOGY INC,7.425,7.432,7.287,-1.833,1.949,1.953,-72.353,1.321,0.749,35,5.458
40605,12/31/22,BLCO,BAUSCH & LOMB CORP,2137,11144,350.001,277,1296,4043,-1252,3768,15.51,35,5428.516
40660,12/31/22,ACON,ACLARION INC,1.701,2.915,7.862,-5.562,0.689,0.689,-39.37,0.06,0.58,35,4.56
40703,12/31/22,AKAN,AKANDA CORP,3.821,38.997,34.637,-19.926,9.348,12.097,-22.556,2.62,0.149,35,5.161
40758,12/31/22,ZIMV,ZIMVIE INC,537.863,1642.056,26.222,-25.017,217.309,883.452,-138.686,913.862,9.34,35,244.913
41050,9/30/22,EMBC,EMBECTA CORP,664.7,1086.4,57.055,416.3,301,1977.8,-902,1129.5,25.29,35,1442.921
41176,12/31/22,BIAF,BIOAFFINITY TECHNOLOGIES INC,11.962,12.182,8.381,-4.011,1.139,1.139,-36.668,0.005,1.6,35,13.41
41366,12/31/22,EHAB,ENHABIT INC,211.8,1526.8,50.1,107.1,132.9,751.5,334.3,1071.1,13.16,35,659.316
41448,12/31/22,LIPO,LIPELLA PHARMACEUTICALS INC,5.799,5.95,5.744,-2.59,1.178,1.274,-5.705,0.184,3.13,35,17.979
61181,12/31/22,IART,INTEGRA LIFESCIENCES HOLDNGS,1161.498,3889.758,83.654,295.808,320.906,2085.355,889.383,1559.566,56.07,35,4690.48
61325,12/31/22,MD,PEDIATRIX MEDICAL GROUP INC,427.989,2347.887,82.947,186.7,426.983,1456.255,-92.798,1958.721,14.86,35,1232.592
61399,12/31/22,MYGN,MYRIAD GENETICS INC,274.6,1198.7,81.2,-112.5,137.2,312.9,-375.1,678.4,14.51,35,1178.212
61483,12/31/22,DVA,DAVITA INC,3155.292,16928.252,90.411,1363.565,2619.747,14703.452,105.301,11609.894,74.67,35,6750.989
61490,12/31/22,OPK,OPKO HEALTH INC,394.525,2167.259,772.651,-246.124,213.48,605.611,-1866.246,1004.196,1.25,35,965.814
61494,12/31/22,HSIC,HENRY SCHEIN INC,3988,8607,131.793,878,2224,3936,3445,12647,79.87,35,10526.307
61496,12/31/22,MLSS,MILESTONE SCIENTIFIC INC,12.971,13.702,69.273,-8.827,3.3,3.696,-116.41,8.806,0.48,35,33.251
61574,12/31/22,WAT,WATERS CORP,1763.903,3281.453,59.104,891.743,785.737,2776.965,8367.015,2971.956,342.58,35,20247.848
61655,12/31/22,NVAX,NOVAVAX INC,1703.391,2258.679,86.04,-724.436,2459.944,2892.757,-4282.266,1981.872,10.28,35,884.491
61673,12/31/22,AURX,NUO THERAPEUTICS INC,2.635,3.047,41.799,-3.321,0.6,0.856,-26.765,0.112,1.5,35,62.699
61711,12/31/22,TGTX,TG THERAPEUTICS INC,168.274,193.572,146.385,-192.839,53.201,134.985,-1527.033,2.785,11.83,35,1731.735
61836,12/31/22,TTNP,TITAN PHARMACEUTICALS INC,3.603,4.058,15.016,-10.235,2.63,2.695,-386.261,0.557,0.7831,35,11.759
62168,12/31/22,IRIX,IRIDEX CORP,35.766,42.29,15.99,-7.542,12.453,25.059,-69.74,56.972,2.01,35,32.14
62169,5/31/22,LFCR,LIFECORE BIOMEDL INC,123.712,295.16,29.513,-3.598,79.231,187.215,-59.437,185.786,11.1,35,327.594
62475,12/31/22,ABUS,ARBUTUS BIOPHARMA CORP,151.139,195.419,157.455,-63.723,32.857,58.567,-1254.291,39.019,2.33,35,366.87
62525,12/31/22,AIM,AIM IMMUNOTECH INC,36.321,40.488,48.084,-19.923,1.361,2.02,-380.546,0.141,0.3119,35,14.997
62592,12/31/22,PLX,PROTALIX BIOTHERAPEUTICS INC,44.88,55.787,53.79,-13.014,32.429,66.427,-389.861,47.638,1.37,35,73.692
62666,1/31/22,STRM,STREAMLINE HEALTH SOLUTIONS,15.119,61.815,47.841,-7.911,13.501,27.771,-85.659,17.379,1.49,35,71.283
62921,12/31/22,NBIX,NEUROCRINE BIOSCIENCES INC,1453.5,2368.7,96.5,250.7,537.7,660.9,-414.7,1488.7,119.44,35,11525.96
63030,12/31/22,CASI,CASI PHARMACEUTICALS INC,73.423,96.234,13.458,-26.491,17.005,29.302,-637.863,43.107,1.79,35,24.09
63122,3/31/22,ECIA,ENCISION INC,3.602,4.792,11.72,-0.595,1.276,2.046,-21.529,7.668,1.49,35,17.463
63186,12/31/22,QGEN,QIAGEN NV,2393.952,6287.735,227.716,581.228,974.523,2821.124,1756.082,2141.518,49.87,35,11356.197
63405,12/31/22,GERN,GERON CORP,180.246,190.575,390.263,-130.725,76.694,110.577,-1413.861,0.596,2.42,35,944.436
63446,12/31/22,AIMD,AINOS INC,2.846,37.109,20.012,-13.976,2.473,2.481,-24.317,3.52,0.62,35,12.407
63562,12/31/22,AEZS,AETERNA ZENTARIS INC,55.488,56.026,4.856,-15.253,7.044,20.25,-257.634,5.64,3.18,35,15.442
63645,12/31/22,ENDPQ,ENDO INTERNATIONAL PLC,2076.768,5757.937,235.208,519.555,689.627,9920.109,-13131.561,2318.875,0.0708,35,16.653
63901,12/31/22,PBIO,PRESSURE BIOSCIENCES INC,1.243,2.01,13.683,-4.899,34.404,34.696,-101.83,1.729,1.3,35,17.788
64166,12/31/22,DGX,QUEST DIAGNOSTICS INC,1898,12837,111,1529,1551,6830,8269,9883,156.44,35,17364.84
64327,12/31/22,CERS,CERUS CORP,170.144,218.092,177.582,-34.081,117.058,149.53,-1009.908,188.315,3.65,35,648.174
64334,12/31/22,VCEL,VERICEL CORP,186.866,273.003,47.253,-17.058,37.463,80.731,-400.973,164.365,26.34,35,1244.644
64717,6/30/22,INM,INMED PHARMACEUTICALS INC,9.598,12.788,16.267,-13.591,3.32,3.709,-93.323,1.089,2.02,35,32.859
64857,12/31/22,SRPT,SAREPTA THERAPEUTICS INC,2557.861,3128.366,87.95,-536.201,619.604,2743.416,-3911.9,933.013,129.58,35,11396.561
64929,8/31/22,SLP,SIMULATIONS PLUS INC,146.79,188.382,20.26,14.911,7.735,10.134,39.736,53.906,36.57,35,740.908
65016,12/31/22,GTHP,GUIDED THERAPEUTICS INC,3.004,3.366,48.596,-3.333,4.869,6.249,-147.359,0.013,0.3,35,14.579
65189,12/31/22,EDAP,EDAP TMS SA  -ADR,96.74,108.074,36.911,-4.549,23.2,31.518,-49.377,58.897,10.66,35,393.471
65280,12/31/22,INIS,INTERNATIONAL ISOTOPES INC,5.741,16.245,514.89,-1.204,3.515,11.902,-126.46,11.182,0.0325,35,16.734
65376,12/31/22,SIGA,SIGA TECHNOLOGIES INC,185.786,195.036,72.675,42.7,21.518,24.876,-63.805,110.776,7.36,35,534.888
65587,12/31/22,NRC,NATIONAL RESEARCH CORP,43.716,130.461,24.628,46.543,33.417,58.428,-25.184,151.568,37.3,35,918.624
65732,12/31/22,SNDA,SONIDA SENIOR LIVING INC,43.566,661.268,6.67,-28.588,94.317,719.432,-397.058,238.433,12.5,35,83.375
65772,12/31/22,MTD,METTLER-TOLEDO INTL INC,1375.089,3492.395,22.139,1126.22,1147.731,3467.602,6499.633,3919.709,1445.45,35,32000.818
65905,9/30/22,NOTV,INOTIV INC,232.977,962.9,25.598,30.708,164.099,603.134,-353.777,547.656,4.94,35,126.454
